整合編號,食品分類,樣品名稱,熱量-成分值(kcal),水分-成分值(g),粗蛋白-成分值(g),粗脂肪-成分值(g),總碳水化合物-成分值(g),膳食纖維-成分值(g)
D06401,水果類,新疆哈蜜瓜,28,91.8,0.7,0.1,6.9,0.7
D065,水果類,甜瓜平均值(網紋洋香瓜),37,89.3,0.9,0,9.3,0.6
D06501,水果類,七股香洋香瓜,40,88.4,0.6,0.1,10.5,0.6
D06502,水果類,天香洋香瓜,44,87.1,0.8,0,11.6,0.5
D06503,水果類,秋香洋香瓜,34,90,1,0,8.4,0.5
D06504,水果類,紅寶石洋香瓜,39,88.6,1.2,0,9.6,0.6
D06505,水果類,香華洋香瓜,30,91.2,0.7,0,7.7,0.4
D06506,水果類,藍寶石洋香瓜,34,90.2,1.1,0,8.2,1
D06601,水果類,蛋黃果,106,70.3,1.4,0.3,27.3,6.1
D067,水果類,印度棗平均值(大),43,87.7,1.1,0.1,10.7,1.6
D06701,水果類,印度棗(長形),43,87.8,1.2,0.2,10.4,1.7
D06702,水果類,蜜棗(圓形),44,87.6,0.9,0.1,11,1.6
D06801,水果類,珍珠蜜棗,46,86.7,1.1,0,11.7,2.2
D06901,水果類,台灣土棗,88,75.1,0.9,0.3,23,3.9
D07001,水果類,紅棗,227,35.8,3.2,0.3,59.5,7.7
D07002,水果類,黑棗,230,34.8,2.7,0.2,60.9,10.8
D071,水果類,芭樂平均值(白肉),38,89.1,0.7,0.1,9.6,3.6
D07101,水果類,土芭樂,39,88.8,0.7,0.1,10,5
D07102,水果類,牛乳芭樂,33,89.8,0.5,0.1,8.5,3.3
D07103,水果類,世紀芭樂,40,88.7,0.7,0.1,10.3,3.4
D07104,水果類,珍珠芭樂,42,88.1,0.7,0.2,10.6,3.7
D07105,水果類,泰國芭樂,38,89,0.8,0.1,9.7,3
D07106,水果類,無子芭樂,33,90.4,0.7,0,8.6,2.9
D07201,水果類,紅心芭樂,42,88,0.8,0.1,10.7,3.9
D073,水果類,大番茄平均值(紅色系),18,94.5,0.8,0.1,4.1,1
D07301,水果類,牛番茄,18,94.7,0.7,0.1,4,1
D07302,水果類,紅番茄,19,94.1,0.9,0,4.4,0.8
D07303,水果類,桃太郎番茄,17,94.8,0.7,0,4,1.2
D07401,水果類,黃番茄,22,93.2,0.9,0,5.3,0.5
D075,水果類,大番茄平均值(綠色系),21,93.8,0.7,0.1,5,1
D07501,水果類,粉柿番茄,17,94.8,0.8,0,4,0.8
D07502,水果類,黑柿蕃茄,22,93.6,0.4,0.1,5.6,1
D07503,水果類,綠番茄,24,93.1,0.9,0.1,5.4,1.1
D076,水果類,小番茄平均值(紅色系),31,90.9,0.9,0.2,7.3,1.7
D07601,水果類,聖女小番茄,33,91,1.1,0.7,6.7,1.5
D07602,水果類,試交二號小番茄,28,91.5,0.7,0,7.2,1.9
D07603,水果類,櫻桃小番茄,33,90.4,0.9,0.1,8.1,1.6
D07701,水果類,黃金小蕃茄,29,91.5,0.8,0.2,6.8,1.2
D078,水果類,小蕃茄平均值(橙色系),30,91.1,1.1,0.2,6.9,1.3
D07801,水果類,金女小番茄,29,90.8,1.1,0.1,6.6,1.2
D07802,水果類,黃金聖女小番茄,30,91.4,1,0.1,7,1.6
D07803,水果類,橙蕃茄,31,91,1.2,0.2,7,1.2
D079,水果類,楊桃平均值,32,90.8,0.5,0.1,8.2,1.3
D07901,水果類,楊桃(11月取樣),31,91.2,0.4,0,8,1
D07902,水果類,楊桃(2月取樣),29,91.6,0.4,0.1,7.6,1.5
D07903,水果類,楊桃(4月取樣),32,90.7,0.7,0.1,8.1,1.5
D07904,水果類,楊桃(5月取樣),34,90.2,0.6,0.1,8.7,0.9
D07905,水果類,楊桃(9月取樣),33,90.5,0.5,0,8.8,1.4
D08001,水果類,美國紅葡萄,69,81.1,0.4,0.4,17.7,0.5
D08101,水果類,巨峰葡萄,64,82.4,0.5,0.3,16.6,0.2
D082,水果類,綠葡萄平均值,58,83.7,0.5,0.2,15.3,0.4
D08201,水果類,美國綠葡萄,64,82,0.5,0.2,16.8,0.4
D08202,水果類,意大利葡萄,52,85.5,0.5,0.1,13.7,0.4
D08301,水果類,美國紅葡萄(含皮),61,82.7,0.4,0.1,16.3,0.8
D08401,水果類,美國紫葡萄(含皮),80,77.3,0.4,0,21.9,0.7
D08501,水果類,美國黑葡萄(含皮),63,82.4,0.6,0.2,16.4,0.8
D08601,水果類,美國綠葡萄(含皮),87,75.5,0.6,0.4,22.7,0.8
D08701,水果類,無子紅葡萄(含皮),72,79.9,0.5,0.1,19.2,0.6
D08801,水果類,黑美人葡萄(含皮),66,81.6,0.5,0.1,17.4,0.5
D08901,水果類,金香葡萄(含皮),60,83,0.6,0.1,16,0.5
D090,水果類,酪梨平均值(綠皮),73,85.5,1.5,4.8,7.5,3.8
D09001,水果類,酪梨(綠皮),65,86.1,1.6,3.7,7.9,3.4
D09002,水果類,酪梨(室溫存放0天),80,85,1.5,5.9,7.1,4.2
D09101,水果類,酪梨(室溫存放3天),84,84.8,1.4,6.8,6.3,2.9
D09102,水果類,酪梨(室溫存放6天),92,83.2,1.5,7.6,6.6,5.7
D09201,水果類,突目1號鳳梨,56,84.4,0.6,0.2,14.5,1
D093,水果類,鳳梨平均值(雜交種),53,85.2,0.7,0.1,13.6,1.1
D09301,水果類,甘蔗鳳梨,57,83.8,0.7,0.1,15.1,1.4
D09302,水果類,甜蜜蜜鳳梨,42,87.9,1,0.1,10.6,0.9
D09303,水果類,金鑽鳳梨,50,85.8,0.5,0.1,13.2,1.1
D09304,水果類,牛奶鳳梨,60,83.2,0.8,0.3,15.4,0.7
D094,水果類,蓮霧平均值(粉紅色種),35,90.1,0.4,0.2,9,0.8
D09401,水果類,紅寶石蓮霧,33,91.1,0.3,0.3,8.1,0.7
D09402,水果類,黑金剛蓮霧,34,90.3,0.5,0.1,8.8,0.9
D09403,水果類,黑珍珠蓮霧,39,89,0.4,0.1,10.2,0.9
D09501,水果類,龍眼,73,79.7,1.1,0.5,17.9,1.8
D09601,水果類,龍眼乾,277,18.2,5.1,0.7,70.7,2.9
D09602,水果類,帶殼龍眼乾,278,19.7,4.6,0.1,72.9,3.1
D097,水果類,蘋果平均值(青皮),49,86.3,0.3,0.2,13,1.5
D09701,水果類,青龍蘋果,52,85.4,0.3,0.2,13.8,1.3
D09702,水果類,翠玉青蘋果,46,87.1,0.3,0.1,12.2,1.7
D09801,水果類,翠玉青蘋果(帶皮),54,85,0.4,0.2,14.1,2.3
D09901,水果類,美國五爪蘋果,51,85.8,0.2,0.1,13.8,1.6
D100,水果類,蘋果平均值(混色),51,85.6,0.2,0.1,13.9,1.3
D10001,水果類,加拉蘋果,55,84.6,0.2,0.1,15,1.5
D10002,水果類,津經蜜蘋果,56,84.2,0.2,0.2,15.1,1.4
D10003,水果類,秋香蘋果,45,87.2,0.3,0,12.3,1.2
D10004,水果類,富士蘋果,49,86.3,0.2,0.1,13.1,1.3
D10101,水果類,富士蘋果(帶皮),45,87.6,0.2,0.1,11.9,1.7
D10201,水果類,金冠蘋果,49,86.3,0.4,0.1,13,1.5
D10301,水果類,釋迦,104,70,2.2,0.1,26.6,2.7
D10401,水果類,鳳梨釋迦,102,71.5,1.5,0.4,26,1.7
D10501,水果類,人心果,83,77.5,0.6,0.8,20.5,9
D10601,水果類,山竹,69,80.8,0.6,0.3,18.1,1.6
D10701,水果類,安石榴,67,80.7,1.7,0.1,16.8,4.6
D10801,水果類,紅毛丹,73,80,1,0.7,17.9,1.5
D10901,水果類,香瓜茄,24,93,0.4,0.1,6.2,0.7
D11001,水果類,榴槤,136,63.3,2.6,1.6,31.6,3.8
D11101,水果類,櫻桃,75,78.8,1.2,0.3,19.1,1.3
D11102,水果類,白櫻桃,69,80.4,0.7,0.1,18.4,1.1
E00101,蔬菜類,牛蒡,84,76.9,2.5,0.4,19.1,5.1
E002,蔬菜類,胡蘿蔔平均值,39,89.3,1.1,0.1,8.9,2.6
E00201,蔬菜類,胡蘿蔔,37,89.6,1,0.2,8.5,2.7
E00202,蔬菜類,向陽二號胡蘿蔔,44,88.1,0.6,0.1,10.6,2.5
E00203,蔬菜類,澳洲胡蘿蔔(細長型),34,90.2,1.7,0.1,7.5,2.7
E00301,蔬菜類,黃胡蘿蔔,42,88.4,1.1,0.3,9.4,4.1
E00401,蔬菜類,冷凍胡蘿蔔,13,96,0.5,0.1,3,2.2
E00501,蔬菜類,根菾菜根,34,89.9,1.3,0.1,7.8,2.3
E006,蔬菜類,白蘿蔔平均值,18,95.2,0.5,0.1,3.9,1.1
E00601,蔬菜類,白蘿蔔,16,95.5,0.7,0.1,3.3,1.1
E00602,蔬菜類,白蘿蔔(長形),19,94.8,0.4,0.1,4.4,1.1
E00701,蔬菜類,櫻桃蘿蔔,11,96.5,0.6,0,2.3,1
E00801,蔬菜類,青蘿蔔,33,90.1,1.8,0.1,7,1.6
E00901,蔬菜類,蘿蔔乾,58,75.8,2.2,1.2,10.8,7.2
E01001,蔬菜類,百合鱗片,137,62.4,3.8,0.1,32.3,2.7
E01101,蔬菜類,乾百合鱗片,304,15.6,11.8,0.7,68.4,26
E01201,蔬菜類,芋莖,20,94.2,1.1,0.5,3.4,1.5
E01301,蔬菜類,金針菜嫩莖,24,93.4,0.7,0.2,5.3,2.1
E01401,蔬菜類,草石蠶,75,79.3,1.7,0,18,2.4
E01501,蔬菜類,球莖甘藍,20,94,1.6,0.2,3.6,0.9
E01601,蔬菜類,孟宗竹筍,40,87.3,4,0.1,7.3,2.1
E01701,蔬菜類,熟桂竹筍,21,93.7,2.1,0.2,3.5,1.7
E01702,蔬菜類,桂竹筍片,17,93,1,0.2,3.3,2.4
E01801,蔬菜類,烏殼綠竹筍,21,93.6,1.8,0.2,3.8,1.7
E01901,蔬菜類,茭白筍,20,94,1.3,0.2,4,2.1
E02001,蔬菜類,麻竹筍,21,93.3,2.1,0.1,3.7,2
E02101,蔬菜類,冷凍麻竹筍,17,95.1,0.8,0,3.8,1.7
E02102,蔬菜類,麻竹筍干,177,46.8,15.8,1.2,32,17
E02201,蔬菜類,綠竹筍,25,92.6,1.7,0.2,4.7,1.7
E02301,蔬菜類,帶殼熟綠竹筍,25,92.4,2,0.1,4.9,1.9
E02302,蔬菜類,沙拉筍塊,24,93.1,1.6,0.1,4.8,1.7
E02401,蔬菜類,箭竹筍,22,93,2.9,0.3,3.1,2
E02501,蔬菜類,熟箭竹筍,19,93.8,1.8,0.3,2.9,2.1
E02601,蔬菜類,白蘆筍,25,92.6,1.8,0.2,4.9,1.8
E027,蔬菜類,綠蘆筍平均值,22,93.1,2.4,0.2,3.6,1.3
E02701,蔬菜類,綠蘆筍,22,93.4,1.3,0.2,4.5,1.4
E02702,蔬菜類,澳洲綠蘆筍(粗短型),20,93.4,2.5,0.2,3.1,1.2
E02703,蔬菜類,綠蘆筍(細短型),23,92.5,3.3,0.2,3.2,1.2
E02801,蔬菜類,蘆筍花,21,93.1,2.9,0.3,2.7,1.8
E02901,蔬菜類,嫩莖萵苣,16,95,1,0.2,3.1,1.2
E03001,蔬菜類,嫩薑,21,94.3,0,0.3,4.8,1.4
E03002,蔬菜類,粉薑,28,92,1,0.3,6.1,2.7
E03003,蔬菜類,老薑,53,85.8,1.1,0.5,11.7,3.2
E03101,蔬菜類,檳榔嫩莖,31,90.9,2.2,0.4,5.6,2.6
E03201,蔬菜類,大蒜,122,65.6,6.7,0.2,26.4,4.2
E03301,蔬菜類,青蒜,33,90.5,2.1,0.3,6.4,3.2
E03401,蔬菜類,蒜苗,54,85.1,2.2,0.1,12,3.3
E03501,蔬菜類,薤,10,90.6,0.5,0.2,1.9,1.8
E036,蔬菜類,青?平均值,28,92,1.4,0.2,6,2.2
E03601,蔬菜類,青?,22,93.5,1.5,0.3,4.2,2.5
E03602,蔬菜類,山東大蔥,31,91.4,1.3,0.1,6.7,1.3
E03603,蔬菜類,日本甜?,33,90.7,1,0.1,7.6,2.7
E03604,蔬菜類,宜蘭粉蔥,27,92.3,1.6,0.2,5.4,2.2
E03701,蔬菜類,白洋?,42,88.6,1,0.1,10,1.3
E03801,蔬菜類,紫洋?,32,91.3,0.9,0.1,7.3,1.5
E03901,蔬菜類,黃洋?,42,88.9,1,0.2,9.5,1.4
E04001,蔬菜類,紅?頭,75,79.1,3.4,0.3,16.4,2.5
E04101,蔬菜類,?菜花,24,92.8,1.8,0.2,4.6,1.8
E04201,蔬菜類,?菜,23,93,1.9,0.4,3.9,2.4
E04202,蔬菜類,?菜黃,16,95.1,1.5,0.1,2.9,1.7
E04301,蔬菜類,九層塔,18,93.5,2.9,0.4,1.9,3.4
E04401,蔬菜類,小麥苗,34,89.6,3.3,0.5,5.5,3.9
E04501,蔬菜類,水菜(日本種),11,95.7,1.2,0.2,1.6,1.4
E046,蔬菜類,甘藍平均值,23,93.2,1.3,0.1,4.8,1.1
E04601,蔬菜類,梨山甘藍(尖球形),24,92.9,1.4,0.1,5.1,1
E04602,蔬菜類,甘藍(扁圓形),21,93.9,1.1,0.2,4.3,0.9
E04603,蔬菜類,甘藍(圓球形),24,92.9,1.4,0.2,4.9,1.3
E04701,蔬菜類,紫色甘藍,28,91.7,1.5,0.2,5.9,2.1
E04801,蔬菜類,甘藍芽,33,90.5,2.7,0.6,5.4,2.1
E04901,蔬菜類,冷凍甘藍,20,93.9,1.3,0.1,4.2,2.3
E04902,蔬菜類,脫水甘藍,341,4.7,6.9,0.1,82.6,17
E04903,蔬菜類,酸甘藍菜,22,92.1,1.4,0.2,4.2,3.4
E04904,蔬菜類,甘藍乾,180,39,7.2,1.1,38.9,3
E05001,蔬菜類,甘藷葉,28,90.9,3.2,0.3,4.4,3.3
E051,蔬菜類,不結球白菜平均值,14,95.2,1.5,0.2,2.2,1.3
E05101,蔬菜類,蚵仔白菜,13,96,1.6,0.5,1.1,1.4
E05102,蔬菜類,荷葉白菜,14,94.8,1.4,0.1,2.5,1.2
E05103,蔬菜類,葵扇白菜,14,95.1,1.6,0.1,2.4,1.4
E05104,蔬菜類,黑葉白菜(短梗),15,94.7,1.3,0,2.9,1.3
E05201,蔬菜類,千寶菜,20,93.3,1.7,0.2,3.6,2.2
E053,蔬菜類,小白菜平均值,12,95.8,1.2,0.2,1.9,1.3
E05301,蔬菜類,土植小白菜(10月取樣),11,96.4,1.1,0.2,1.7,1.1
E05302,蔬菜類,土植小白菜(1月取樣),10,96.4,1.1,0.2,1.5,1.3
E05303,蔬菜類,土植小白菜(3月取樣),12,95.8,1.6,0.1,1.9,1.9
E05304,蔬菜類,土植小白菜(4月取樣),13,95.8,1.1,0.2,2.2,1.2
E05305,蔬菜類,土植小白菜(7月取樣),10,96.3,1,0.1,1.8,1
E05306,蔬菜類,水植小白菜(10月取樣),12,95.9,1.1,0.3,1.8,1.2
E05307,蔬菜類,水植小白菜(1月取樣),13,95.3,1.5,0.1,2.1,1.5
E05308,蔬菜類,水植小白菜(4月取樣),13,95.6,1,0.2,2.4,1.4
E05309,蔬菜類,水植小白菜(7月取樣),12,95.7,0.9,0.1,2.4,1.2
E05310,蔬菜類,有機小白菜(10月取樣),13,95.7,1.3,0.2,1.9,1.1
E05311,蔬菜類,有機小白菜(1月取樣),9,96.2,1.8,0.2,0.8,1.5
E05312,蔬菜類,有機小白菜(4月取樣),14,95,1.3,0.2,2.4,1.2
E05313,蔬菜類,有機小白菜(7月取樣),11,96,1.3,0.1,1.7,1.3
E05314,蔬菜類,珍珠小白菜,11,95.6,1.5,0.1,1.7,1.7
E05401,蔬菜類,油菜心,31,91.1,3.2,0.8,4,2.3
E05501,蔬菜類,油菜,12,95.8,1.4,0.2,1.6,1.6
E056,蔬菜類,青江菜平均值,13,95.6,1.3,0.1,2.1,1.4
E05601,蔬菜類,土植青江菜(10月取樣),12,95.9,1.4,0.2,1.6,1.9
E05602,蔬菜類,土植青江菜(1月取樣),10,96.4,1.3,0,1.6,1.1
E05603,蔬菜類,土植青江菜(3月取樣),11,96.4,0.4,0.2,2.3,2.1
E05604,蔬菜類,土植青江菜(4月取樣),11,96.4,1,0.1,1.8,1
E05605,蔬菜類,土植青江菜(7月取樣),15,95.1,1.5,0.1,2.5,1.3
E05606,蔬菜類,水植青江菜(10月取樣),11,96,1.4,0.2,1.4,1.9
E05607,蔬菜類,水植青江菜(1月取樣),12,95.7,1.2,0,2.4,1.4
E05608,蔬菜類,水植青江菜(4月取樣),14,95,1.4,0.2,2.4,1.3
E05609,蔬菜類,水植青江菜(7月取樣),14,94.8,1.7,0.1,2.2,1.1
E05610,蔬菜類,有機青江菜(10月取樣),9,96.5,1.3,0.2,1.1,1.2
E05611,蔬菜類,有機青江菜(1月取樣),10,96.1,1.5,0,1.5,1.3
E05612,蔬菜類,有機青江菜(4月取樣),15,94.9,1.4,0.2,2.5,1.2
E05613,蔬菜類,有機青江菜(7月取樣),21,93.1,1.9,0.2,3.5,1.9
E05701,蔬菜類,塔菇菜,11,95.5,2.7,0.2,0.5,1.8
E05801,蔬菜類,廣島野菜,8,96.6,2,0.1,0.3,2.1
E059,蔬菜類,結球白菜平均值,17,95.1,1.2,0.3,2.9,0.9
E05901,蔬菜類,煙台白菜,14,95.8,1.3,0.3,2.2,1.2
E05902,蔬菜類,迷你竹筍白菜,19,94.2,1.3,0.1,3.8,0.4
E05903,蔬菜類,翠玉白菜,19,94.9,1,0.7,2.8,1.2
E05904,蔬菜類,包心白菜,14,95.5,1.2,0.2,2.6,1
E06001,蔬菜類,白菜芽,54,85,2.6,0.3,11.5,1.7
E06101,蔬菜類,白鳳菜,27,91.5,2,0.4,4.8,3.3
E06201,蔬菜類,紅鳳菜,22,92.7,2.1,0.4,3.5,2.6
E06301,蔬菜類,豆瓣菜,21,93.1,2.2,0.3,3.2,2
E06401,蔬菜類,明日葉,57,84.5,1.4,0.8,11.9,6.1
E06501,蔬菜類,山芹菜,27,92.6,2.8,2.2,0.4,1.7
E066,蔬菜類,芹菜平均值,15,95,0.8,0.1,3.1,1.4
E06601,蔬菜類,芹菜(青梗),12,95.7,0.8,0.1,2.4,1.1
E06602,蔬菜類,芹菜(黃梗),18,94.3,0.8,0.2,3.8,1.6
E06701,蔬菜類,西洋芹菜,11,96.3,0.4,0.2,2.2,1.6
E06801,蔬菜類,大心芥菜,35,95.7,1,5.1,0,1
E06901,蔬菜類,大芥菜,19,94.6,0.8,0.5,3.4,1.6
E07001,蔬菜類,包心芥菜,17,95.2,1,0.5,2.7,1.4
E071,蔬菜類,芥菜平均值,19,93.8,1.5,0.2,3.5,1.6
E07101,蔬菜類,芥菜,18,94.1,1.6,0.1,3.2,1.5
E07102,蔬菜類,雪裡蕻,20,93.5,1.5,0.2,3.8,1.7
E07201,蔬菜類,梅乾菜,105,41.1,5.5,1.1,20.8,12.8
E07202,蔬菜類,榨菜,25,86.5,1.3,0.4,4.6,2.9
E07203,蔬菜類,酸菜,17,91,0.8,0.3,3.2,2.3
E07301,蔬菜類,芥藍菜,20,93.6,1.7,0.3,3.2,1.9
E07401,蔬菜類,芥藍芽,26,92.1,2.2,0.3,4.5,1.9
E07501,蔬菜類,芫荽,26,91.5,2.3,0.3,4.5,3.2
E07601,蔬菜類,紅梗珍珠菜,37,88.8,2.6,1,5.6,6.4
E07701,蔬菜類,食茱萸,127,60.2,11.9,0.3,23.8,16.8
E07801,蔬菜類,香樁,99,72.1,4.3,1.5,19.4,5.9
E07901,蔬菜類,茴香,24,92.1,2.2,0.2,4.1,2.8
E08001,蔬菜類,馬齒莧,14,95.6,1.2,0.4,1.9,0.4
E08101,蔬菜類,茼蒿,16,94.7,1.7,0.3,2.2,1.6
E08201,蔬菜類,日本茼蒿,15,94.2,2.6,0.2,1.8,2.3
E08301,蔬菜類,昭和草,26,91.9,2.2,0.7,3.8,0
E08401,蔬菜類,隼人瓜苗,24,92.2,3.3,0.2,3.5,2.3
E08501,蔬菜類,白莧菜,17,93.9,1.9,0.3,2.6,2.4
E08601,蔬菜類,紅莧菜,20,92.3,2.9,0.2,2.6,2.7
E08701,蔬菜類,野莧菜,41,85.9,6.3,0.6,4.9,4.3
E08801,蔬菜類,紫蘇,71,79.4,5.5,1.2,11.9,8.8
E08901,蔬菜類,菠菜,18,93.7,2.2,0.3,2.4,1.9
E09001,蔬菜類,菠菜(葉),24,91.5,3.9,0.4,2.5,3.2
E09101,蔬菜類,冷凍菠菜,17,94.1,2.1,0,2.9,2.1
E09201,蔬菜類,菾菜,21,92.9,2,0.1,3.7,2
E09202,蔬菜類,黃金菾菜,18,93.4,2.4,0.2,2.6,2.4
E09301,蔬菜類,落葵,33,90.1,2.7,0.3,6,2.3
E09401,蔬菜類,藤三七,21,93.6,1.6,0.5,3.2,1.2
E095,蔬菜類,不結球萵苣平均值,16,95,1.1,0.3,2.8,1.6
E09501,蔬菜類,奶油萵苣(日本種),16,95.2,1.1,0.3,2.6,1.4
E09502,蔬菜類,紅葉萵苣(荷蘭種）,16,95,1.4,0.3,2.5,2
E09503,蔬菜類,廣東萵苣,20,94.1,1,0.2,4,1.7
E09504,蔬菜類,蘿美萵苣,13,95.8,1,0.2,2.3,1.4
E096,蔬菜類,本島萵苣平均值,16,95,1.2,0.2,2.7,1.5
E09601,蔬菜類,土植本島萵苣(10月取樣),14,95.7,1.1,0.3,2.2,1.1
E09602,蔬菜類,土植本島萵苣(1月取樣),17,95,1.6,0.4,2.5,1.5
E09603,蔬菜類,土植本島萵苣(3月取樣),18,94.7,0.3,0.3,3.8,2.1
E09604,蔬菜類,土植本島萵苣(4月取樣),17,95.1,0.9,0.2,3.3,1.4
E09605,蔬菜類,土植本島萵苣(7月取樣),23,93.2,1.4,0.3,4.4,1.7
E09606,蔬菜類,水植本島萵苣(10月取樣),12,96,1.1,0.3,1.6,1.1
E09607,蔬菜類,水植本島萵苣(1月取樣),14,95.2,1.6,0.2,2.1,1.5
E09608,蔬菜類,水植本島萵苣(4月取樣),15,95.3,1,0.2,2.7,1.4
E09609,蔬菜類,水植本島萵苣(7月取樣),13,95.6,1.4,0.2,1.9,1.4
E09610,蔬菜類,有機本島萵苣(10月取樣),15,95.4,1.3,0.3,2.3,1.7
E09611,蔬菜類,有機本島萵苣(1月取樣),15,94.7,1.8,0,2.6,2
E09612,蔬菜類,有機本島萵苣(4月取樣),19,94.3,1.1,0.3,3.5,1.6
E09613,蔬菜類,有機本島萵苣(7月取樣),17,94.8,1.5,0.3,2.7,1.4
E09701,蔬菜類,水植波士頓萵苣,8,97.4,1.2,0.2,0.7,1.1
E09801,蔬菜類,結球萵苣,13,96.1,0.7,0.1,2.8,0.9
E09901,蔬菜類,豌豆苗,31,90.3,3.7,0.5,4.4,2.3
E10001,蔬菜類,龍葵,26,91,3.8,0.3,3.4,2.5
E101,蔬菜類,蕹菜平均值,21,93,2,0.3,3.5,2.5
E10101,蔬菜類,土植蕹菜(10月取樣),17,94.3,1.8,0.3,2.6,1.9
E10102,蔬菜類,土植蕹菜(1月取樣),22,93.3,2,0.3,3.5,2.9
E10103,蔬菜類,土植蕹菜(4月取樣),20,93.5,1.7,0.2,3.5,2.9
E10104,蔬菜類,土植蕹菜(7月取樣),17,94.4,1.9,0.1,2.8,1.8
E10105,蔬菜類,水植蕹菜(10月取樣),23,92.5,2.2,0.3,3.8,2.8
E10106,蔬菜類,水植蕹菜(1月取樣),27,90.9,2.7,0.3,4.5,2.8
E10107,蔬菜類,水植蕹菜(4月取樣),24,92.2,2.2,0.1,4.3,2.7
E10108,蔬菜類,水植蕹菜(7月取樣),17,93.8,1.9,0.2,2.7,1.8
E10109,蔬菜類,有機蕹菜(10月取樣),19,93.7,1.7,0.4,3,2.3
E10110,蔬菜類,有機蕹菜(4月取樣),26,91.7,1.9,0.3,4.7,2.8
E10201,蔬菜類,水蕹菜,24,92.8,2.6,0.5,3.3,2.4
E10301,蔬菜類,蘿蔔葉,14,95.1,1.7,0.2,2,1.9
E10401,蔬菜類,花椰菜,23,93,1.8,0.1,4.5,2
E10501,蔬菜類,冷凍花椰菜,21,93.8,1.3,0.1,4.5,3.2
E10502,蔬菜類,花椰菜乾,291,13.7,16,0.6,62.5,27.7
E10601,蔬菜類,青花菜,28,90.8,3.7,0.2,4.4,3.1
E10701,蔬菜類,青花菜筍,32,90.4,3,0.5,5.1,3
E10801,蔬菜類,冷凍青花菜,25,92.3,2.5,0.2,4.4,3.3
E10901,蔬菜類,紫色花椰菜,40,87.8,3.1,0.3,7.6,3.9
E11001,蔬菜類,金針菜,40,89.1,2.4,0.5,7.4,2.9
E11101,蔬菜類,金針菜乾,307,11,14.3,1.8,65.4,19.8
E11201,蔬菜類,絲瓜花,31,90,3.9,0.3,4.8,3.1
E11301,蔬菜類,玉米筍,31,91.1,2.2,0.3,5.8,2.6
E114,蔬菜類,冬瓜平均值,11,96.9,0.4,0.1,2.4,1.1
E11401,蔬菜類,冬瓜,13,96.5,0.4,0.1,2.7,1.1
E11402,蔬菜類,香芋冬瓜,9,97.2,0.4,0,2,1.1
E11501,蔬菜類,醃漬冬瓜,24,83.6,2.5,0.2,4.1,1.9
E116,蔬菜類,南瓜平均值,74,79.8,1.9,0.2,17.3,2.5
E11601,蔬菜類,日本南瓜,86,77.4,0.6,0.4,20.8,3.1
E11602,蔬菜類,台灣南瓜,49,86.4,1.7,0.2,11.1,1.4
E11603,蔬菜類,栗子南瓜,86,76.9,1.4,0.2,20.7,3.3
E11604,蔬菜類,菊花南瓜,76,78.3,3.8,0.1,16.8,2.2
E11701,蔬菜類,胡瓜,14,96,0.7,0.1,2.9,0.5
E11801,蔬菜類,花胡瓜,13,96.1,0.9,0.2,2.4,1.3
E11901,蔬菜類,醃漬花胡瓜,83,74,3,0.5,18.1,2
E120,蔬菜類,苦瓜平均值,20,94.3,0.9,0.1,4.2,3.2
E12001,蔬菜類,苦瓜(白皮),19,94.4,0.9,0.1,4.1,2.8
E12002,蔬菜類,苦瓜(青皮),20,94.3,0.9,0.1,4.2,3.6
E12101,蔬菜類,珍珠苦瓜,19,94.6,0.7,0.1,4.2,1.9
E12201,蔬菜類,野苦瓜,30,91.5,1.7,0.6,5.3,4.1
E12301,蔬菜類,隼人瓜,23,93.7,0.7,0.1,5.2,1.6
E12401,蔬菜類,絲瓜,19,94.6,1.1,0.1,3.9,1
E12402,蔬菜類,稜角絲瓜,20,94.4,0.9,0.2,4.1,1.2
E12501,蔬菜類,越瓜,18,94.8,0.6,0.1,4.1,1
E12601,蔬菜類,醃漬越瓜,16,93,1.1,0.1,3,1.3
E127,蔬菜類,蒲瓜平均值,18,95.1,0.5,0.1,4,1.3
E12701,蔬菜類,蒲瓜(長形),19,94.9,0.5,0.1,4.2,1.3
E12702,蔬菜類,蒲瓜(圓形),18,94.9,0.6,0.1,4,1.3
E12703,蔬菜類,花蒲瓜(圓形),15,95.9,0.3,0,3.5,1.2
E12704,蔬菜類,葫蘆瓜,20,94.8,0.5,0.3,4.1,1.3
E12801,蔬菜類,黃櫛瓜,15,95,1.5,0.1,2.7,0.9
E12802,蔬菜類,綠櫛瓜,13,95,2.2,0,1.8,0.9
E129,蔬菜類,茄子平均值,23,93.4,1.1,0.1,4.9,2.2
E12901,蔬菜類,長茄子,25,92.8,1.2,0.2,5.3,2.7
E12902,蔬菜類,圓茄子,21,93.9,1,0,4.5,1.6
E130,蔬菜類,蛇瓜平均值,25,93,1.7,0.5,4.4,2.1
E13001,蔬菜類,白皮蛇瓜,19,94.5,1.4,0.3,3.2,1.2
E13002,蔬菜類,綠皮蛇瓜,32,91.4,1.9,0.6,5.6,2.9
E131,蔬菜類,甜椒平均值(青皮),29,92.2,1,0.4,5.9,3
E13101,蔬菜類,甜椒(青皮),23,93.7,0.8,0.3,4.9,2.1
E13102,蔬菜類,小甜椒(青皮),35,90.8,1.4,0.5,6.8,3.2
